subject	A1	A2	B1	B2	C1	C2	DMA1	DMA2	DMB1	DMB2	DPA11	DPA12	DPA21	DPA22	DPB11	DPB12	DQB11	DQB12	DRA1	DRA2	DRB11	DRB12	DRB31	DRB32	E1	E2	F1	F2	HFE1	HFE2	K1	K2	DPB21	DPB22	W1	W2	J1	J2	L1	L2	DOB1	DOB2	DOA1	DOA2	DQA11	DQA12	DRB41	DRB42	H1	H2	DRB51	DRB52	R1	R2	V1	V2	Y1	Y2	G1	G2	T1	T2	U1	U2	S1	S2	DQB21	DQB22	DQA21	DQA22	DRB71	DRB72	N1	N2	P1	P2
SRR12794681	3243.0	3243.0	2288.0	2288.0	8255.0	8255.0	521.0	521.0	601.0	601.0	1838.0	1838.0	34.0	34.0	399.0	399.0	38.0	38.0	2451.0	2451.0	105.0	105.0	1.0	1.0	14609.0	14609.0	2813.0	2813.0	100.0	100.0	16.0	16.0	1.0	1.0	11.0	11.0	14.0	14.0	10.0	10.0	165.0	165.0	58.0	58.0	35.0	35.0	6.0	6.0	3.0	3.0	1.0	1.0																								
SRR12794682	1762.0	1762.0	1220.0	1220.0	877.0	877.0	428.0	428.0	399.0	399.0	1559.0	1559.0	19.0	19.0	434.0	434.0	1.0	1.0	1696.0	1696.0	423.0	423.0	17.0	17.0	15806.0	15806.0	2694.0	2694.0	87.0	87.0	10.0	10.0	4.0	4.0	5.0	5.0	13.0	13.0	10.0	10.0	122.0	122.0	40.0	40.0					19.0	19.0			1.0	1.0	3.0	3.0	102.0	102.0	2.0	2.0																
SRR12794683	6731.0	6731.0	9886.0	9886.0	601.0	601.0	328.0	328.0	326.0	326.0	1403.0	1403.0	14.0	14.0	226.0	226.0	239.0	239.0	1787.0	1787.0	619.0	619.0			14992.0	14992.0	2793.0	2793.0	108.0	108.0	24.0	24.0	2.0	2.0	6.0	6.0	10.0	10.0	5.0	5.0	46.0	46.0	20.0	20.0	249.0	249.0			15.0	15.0	1.0	1.0							1.0	1.0	1.0	1.0														
SRR12794684	4666.0	4666.0	368.0	368.0	289.0	289.0	371.0	371.0	492.0	492.0	1616.0	1616.0	21.0	21.0	675.0	675.0	1.0	1.0	1651.0	1651.0	55.0	55.0			12349.0	12349.0	1458.0	1458.0	90.0	90.0	11.0	11.0	1.0	1.0	23.0	23.0	10.0	10.0	5.0	5.0	103.0	103.0	23.0	23.0	4.0	4.0	6.0	6.0			4.0	4.0							1.0	1.0																
SRR12794685	12073.0	12073.0	3438.0	3438.0	24238.0	24238.0	804.0	804.0	739.0	739.0	3256.0	3256.0	11.0	11.0	2096.0	2096.0	2.0	2.0	3965.0	3965.0	86.0	86.0			16328.0	16328.0	3650.0	3650.0	99.0	99.0	2.0	2.0	5.0	5.0	42.0	42.0	21.0	21.0	31.0	31.0	87.0	87.0	42.0	42.0	4.0	4.0	6.0	6.0			3.0	3.0																								
SRR12794686	22210.0	22210.0	19178.0	19178.0	14629.0	14629.0	837.0	837.0	775.0	775.0	2826.0	2826.0	18.0	18.0	1249.0	1249.0	3185.0	3185.0	6313.0	6313.0	4154.0	4154.0	3.0	3.0	16723.0	16723.0	5307.0	5307.0	117.0	117.0	102.0	102.0			15.0	15.0	21.0	21.0	17.0	17.0	304.0	304.0	125.0	125.0	1063.0	1063.0			53.0	53.0	3509.0	3509.0			2.0	2.0			4.0	4.0	3.0	3.0	2.0	2.0												
SRR12794687	8298.0	8298.0	176.0	176.0	651.0	651.0	497.0	497.0	492.0	492.0	1577.0	1577.0	8.0	8.0	385.0	385.0	450.0	450.0	1705.0	1705.0	592.0	592.0			16630.0	16630.0	2573.0	2573.0	90.0	90.0	23.0	23.0	1.0	1.0	11.0	11.0	10.0	10.0	9.0	9.0	109.0	109.0	41.0	41.0	288.0	288.0			1.0	1.0	3.0	3.0			2.0	2.0			2.0	2.0																
SRR12794688	9384.0	9384.0	475.0	475.0	721.0	721.0	149.0	149.0	169.0	169.0	788.0	788.0	3.0	3.0	198.0	198.0	157.0	157.0	677.0	677.0	179.0	179.0			19876.0	19876.0	2215.0	2215.0	46.0	46.0	6.0	6.0			20.0	20.0	6.0	6.0			53.0	53.0	9.0	9.0	102.0	102.0			5.0	5.0	2.0	2.0							1.0	1.0	1.0	1.0														
SRR12794689	115.0	115.0	4921.0	4921.0	376.0	376.0	239.0	239.0	299.0	299.0	572.0	572.0	4.0	4.0	297.0	297.0	580.0	580.0	1226.0	1226.0	530.0	530.0			15947.0	15947.0	2565.0	2565.0	86.0	86.0	2.0	2.0	1.0	1.0			12.0	12.0	8.0	8.0	54.0	54.0	29.0	29.0	110.0	110.0	6.0	6.0			359.0	359.0			2.0	2.0			1.0	1.0																
SRR12794690	15389.0	15389.0	576.0	576.0	896.0	896.0	548.0	548.0	480.0	480.0	1770.0	1770.0	7.0	7.0	498.0	498.0	849.0	849.0	1963.0	1963.0	1198.0	1198.0			21294.0	21294.0	3429.0	3429.0	74.0	74.0	3.0	3.0			20.0	20.0	18.0	18.0	2.0	2.0	62.0	62.0	40.0	40.0	648.0	648.0			20.0	20.0					1.0	1.0					2.0	2.0	1.0	1.0												
SRR12794691	3812.0	3812.0	182.0	182.0	10631.0	10631.0	431.0	431.0	458.0	458.0	1833.0	1833.0	13.0	13.0	716.0	716.0	3.0	3.0	2224.0	2224.0	375.0	375.0			15590.0	15590.0	2832.0	2832.0	60.0	60.0	8.0	8.0	5.0	5.0	13.0	13.0	5.0	5.0	39.0	39.0	192.0	192.0	16.0	16.0	66.0	66.0	6.0	6.0	1.0	1.0	3.0	3.0																								
SRR12794692	17234.0	17234.0	14201.0	14201.0	188.0	188.0	472.0	472.0	459.0	459.0	1710.0	1710.0	4.0	4.0	92.0	92.0	618.0	618.0	1585.0	1585.0	403.0	403.0	1.0	1.0	20002.0	20002.0	3308.0	3308.0	102.0	102.0			4.0	4.0	28.0	28.0	9.0	9.0	1.0	1.0	256.0	256.0	39.0	39.0	394.0	394.0									3.0	3.0																				
SRR12794693	6565.0	6565.0	2179.0	2179.0	2108.0	2108.0	370.0	370.0	338.0	338.0	1324.0	1324.0	4.0	4.0	778.0	778.0	1602.0	1602.0	2518.0	2518.0	1299.0	1299.0	16.0	16.0	25875.0	25875.0	5284.0	5284.0	94.0	94.0	7.0	7.0			15.0	15.0	8.0	8.0	5.0	5.0	112.0	112.0	7.0	7.0	324.0	324.0			22.0	22.0	941.0	941.0			2.0	2.0					6.0	6.0	1.0	1.0												
SRR12794694	11826.0	11826.0	749.0	749.0	865.0	865.0	228.0	228.0	206.0	206.0	592.0	592.0	5.0	5.0	167.0	167.0	286.0	286.0	725.0	725.0	228.0	228.0			19511.0	19511.0	3180.0	3180.0	27.0	27.0	11.0	11.0			13.0	13.0	4.0	4.0	23.0	23.0	136.0	136.0	25.0	25.0	156.0	156.0					1.0	1.0			1.0	1.0																				
SRR12794695	9435.0	9435.0	5350.0	5350.0	94.0	94.0	425.0	425.0	334.0	334.0	1401.0	1401.0	19.0	19.0	466.0	466.0	311.0	311.0	1454.0	1454.0	460.0	460.0			16739.0	16739.0	3884.0	3884.0	102.0	102.0	24.0	24.0	3.0	3.0	16.0	16.0	14.0	14.0	21.0	21.0	77.0	77.0	23.0	23.0	217.0	217.0	12.0	12.0	19.0	19.0	2.0	2.0			1.0	1.0					3.0	3.0			1.0	1.0										
SRR12794696	163.0	163.0	1874.0	1874.0	69.0	69.0	489.0	489.0	567.0	567.0	1898.0	1898.0	20.0	20.0	806.0	806.0	1141.0	1141.0	3363.0	3363.0	1307.0	1307.0	4.0	4.0	16129.0	16129.0	2571.0	2571.0	62.0	62.0	6.0	6.0	1.0	1.0	4.0	4.0	10.0	10.0	17.0	17.0	189.0	189.0	52.0	52.0	325.0	325.0	4.0	4.0			1064.0	1064.0			2.0	2.0			2.0	2.0																
SRR12794697	12397.0	12397.0	2707.0	2707.0	13940.0	13940.0	708.0	708.0	591.0	591.0	2244.0	2244.0	17.0	17.0	524.0	524.0	2.0	2.0	4186.0	4186.0	538.0	538.0			19737.0	19737.0	3455.0	3455.0	102.0	102.0	3.0	3.0			28.0	28.0	9.0	9.0	39.0	39.0	85.0	85.0	38.0	38.0	3.0	3.0			1.0	1.0																										
SRR12794698	13972.0	13972.0	487.0	487.0	417.0	417.0	678.0	678.0	664.0	664.0	2329.0	2329.0	18.0	18.0	1271.0	1271.0	934.0	934.0	3011.0	3011.0	537.0	537.0	15.0	15.0	18588.0	18588.0	5065.0	5065.0	121.0	121.0	61.0	61.0	8.0	8.0	23.0	23.0	13.0	13.0	18.0	18.0	176.0	176.0	83.0	83.0	736.0	736.0			62.0	62.0			3.0	3.0	3.0	3.0	102.0	102.0			4.0	4.0	1.0	1.0												
SRR12794699	23610.0	23610.0	32347.0	32347.0	22583.0	22583.0	702.0	702.0	707.0	707.0	2226.0	2226.0	11.0	11.0	1075.0	1075.0	1841.0	1841.0	4039.0	4039.0	2847.0	2847.0	7.0	7.0	21059.0	21059.0	4707.0	4707.0	137.0	137.0	29.0	29.0			53.0	53.0	28.0	28.0	20.0	20.0	223.0	223.0	81.0	81.0	938.0	938.0			30.0	30.0	1380.0	1380.0			1.0	1.0			2.0	2.0																
SRR12794700	189.0	189.0	2504.0	2504.0	10440.0	10440.0	349.0	349.0	412.0	412.0	1124.0	1124.0	9.0	9.0	262.0	262.0			1310.0	1310.0	72.0	72.0			16726.0	16726.0	2394.0	2394.0	104.0	104.0	4.0	4.0			1.0	1.0	14.0	14.0	8.0	8.0	62.0	62.0	30.0	30.0	4.0	4.0	6.0	6.0	1.0	1.0	2.0	2.0																								
SRR12794701	272.0	272.0	6524.0	6524.0	321.0	321.0	496.0	496.0	503.0	503.0	1615.0	1615.0	13.0	13.0	869.0	869.0			2088.0	2088.0	588.0	588.0			24761.0	24761.0	3426.0	3426.0	92.0	92.0	7.0	7.0			1.0	1.0	7.0	7.0	9.0	9.0	77.0	77.0	31.0	31.0							3.0	3.0			4.0	4.0																				
SRR12794702	153.0	153.0	20259.0	20259.0	16832.0	16832.0	367.0	367.0	283.0	283.0	1383.0	1383.0	29.0	29.0	922.0	922.0	646.0	646.0	2093.0	2093.0	870.0	870.0	2.0	2.0	16636.0	16636.0	2214.0	2214.0	79.0	79.0	1.0	1.0	3.0	3.0	11.0	11.0	9.0	9.0	12.0	12.0	86.0	86.0	29.0	29.0	254.0	254.0	6.0	6.0	2.0	2.0	582.0	582.0							2.0	2.0																
SRR12794703	10106.0	10106.0	394.0	394.0	174.0	174.0	514.0	514.0	466.0	466.0	1538.0	1538.0	11.0	11.0	242.0	242.0	423.0	423.0	1789.0	1789.0	1295.0	1295.0			16274.0	16274.0	3989.0	3989.0	135.0	135.0	5.0	5.0	1.0	1.0	22.0	22.0	12.0	12.0			85.0	85.0	71.0	71.0	283.0	283.0			16.0	16.0	1.0	1.0			2.0	2.0																				
SRR12794704	33296.0	33296.0	35207.0	35207.0	34560.0	34560.0	856.0	856.0	1059.0	1059.0	2625.0	2625.0	7.0	7.0	1553.0	1553.0	1912.0	1912.0	5032.0	5032.0	2359.0	2359.0	6.0	6.0	30832.0	30832.0	6436.0	6436.0	120.0	120.0	50.0	50.0	4.0	4.0	18.0	18.0	19.0	19.0	29.0	29.0	305.0	305.0	209.0	209.0	503.0	503.0	10.0	10.0	31.0	31.0	1954.0	1954.0			4.0	4.0			2.0	2.0	1.0	1.0	1.0	1.0												
SRR12794705	13157.0	13157.0	472.0	472.0	232.0	232.0	448.0	448.0	404.0	404.0	1376.0	1376.0	7.0	7.0	484.0	484.0	1092.0	1092.0	2333.0	2333.0	1591.0	1591.0			18084.0	18084.0	3604.0	3604.0	71.0	71.0	23.0	23.0	2.0	2.0	16.0	16.0	14.0	14.0	10.0	10.0	128.0	128.0	61.0	61.0	297.0	297.0	1.0	1.0	1.0	1.0	996.0	996.0			1.0	1.0	1.0	1.0																		
SRR12794706	160.0	160.0	465.0	465.0	518.0	518.0	309.0	309.0	404.0	404.0	917.0	917.0	4.0	4.0	362.0	362.0	735.0	735.0	2320.0	2320.0	953.0	953.0	2.0	2.0	18934.0	18934.0	2311.0	2311.0	81.0	81.0	13.0	13.0			8.0	8.0	8.0	8.0	8.0	8.0	127.0	127.0	32.0	32.0	187.0	187.0			1.0	1.0	708.0	708.0			4.0	4.0											2.0	2.0								
SRR12794707	8821.0	8821.0	10520.0	10520.0	2076.0	2076.0	481.0	481.0	535.0	535.0	1863.0	1863.0	19.0	19.0	458.0	458.0	548.0	548.0	2075.0	2075.0	1315.0	1315.0			20787.0	20787.0	4122.0	4122.0	70.0	70.0	25.0	25.0	4.0	4.0	3.0	3.0	8.0	8.0	4.0	4.0	155.0	155.0	34.0	34.0	379.0	379.0			68.0	68.0	5.0	5.0	1.0	1.0	1.0	1.0	113.0	113.0			8.0	8.0														
SRR12794708	8471.0	8471.0	21894.0	21894.0	18891.0	18891.0	597.0	597.0	563.0	563.0	2105.0	2105.0	22.0	22.0	799.0	799.0	1969.0	1969.0	3931.0	3931.0	1701.0	1701.0	4.0	4.0	20204.0	20204.0	4053.0	4053.0	98.0	98.0			9.0	9.0	15.0	15.0	12.0	12.0	10.0	10.0	150.0	150.0	112.0	112.0	904.0	904.0	2.0	2.0			1228.0	1228.0			3.0	3.0	1.0	1.0	1.0	1.0																
SRR12794709	195.0	195.0	25729.0	25729.0	20526.0	20526.0	659.0	659.0	664.0	664.0	2498.0	2498.0	10.0	10.0	1599.0	1599.0	2561.0	2561.0	5686.0	5686.0	3153.0	3153.0	3.0	3.0	20124.0	20124.0	3631.0	3631.0	156.0	156.0	12.0	12.0	1.0	1.0	7.0	7.0	20.0	20.0	13.0	13.0	223.0	223.0	116.0	116.0	920.0	920.0					2641.0	2641.0			1.0	1.0			4.0	4.0																
SRR12794710	4555.0	4555.0	5854.0	5854.0	12369.0	12369.0	412.0	412.0	423.0	423.0	1652.0	1652.0	11.0	11.0	782.0	782.0	5.0	5.0	1817.0	1817.0	330.0	330.0	2.0	2.0	14283.0	14283.0	2912.0	2912.0	86.0	86.0	15.0	15.0			4.0	4.0	13.0	13.0	13.0	13.0	37.0	37.0	11.0	11.0	3.0	3.0	7.0	7.0	37.0	37.0	4.0	4.0	12.0	12.0			165.0	165.0																		
SRR12794711	6593.0	6593.0	17023.0	17023.0	13409.0	13409.0	359.0	359.0	333.0	333.0	1278.0	1278.0	4.0	4.0	455.0	455.0	1585.0	1585.0	3002.0	3002.0	1736.0	1736.0			14308.0	14308.0	2400.0	2400.0	87.0	87.0	18.0	18.0			2.0	2.0	19.0	19.0			174.0	174.0	44.0	44.0	469.0	469.0	1.0	1.0	1.0	1.0	1412.0	1412.0			2.0	2.0			1.0	1.0			2.0	2.0												
SRR12794712	3919.0	3919.0	3676.0	3676.0	18300.0	18300.0	474.0	474.0	457.0	457.0	1742.0	1742.0	15.0	15.0	1151.0	1151.0	7.0	7.0	1597.0	1597.0	39.0	39.0	1.0	1.0	20177.0	20177.0	3520.0	3520.0	81.0	81.0	3.0	3.0	3.0	3.0	15.0	15.0	15.0	15.0	13.0	13.0	211.0	211.0	40.0	40.0	1.0	1.0	3.0	3.0			6.0	6.0			3.0	3.0									3.0	3.0										
SRR12794713	3599.0	3599.0	3034.0	3034.0	17153.0	17153.0	519.0	519.0	490.0	490.0	2217.0	2217.0	22.0	22.0	1513.0	1513.0	2.0	2.0	1799.0	1799.0	37.0	37.0			17100.0	17100.0	3485.0	3485.0	92.0	92.0	5.0	5.0	5.0	5.0	5.0	5.0	26.0	26.0	16.0	16.0	118.0	118.0	39.0	39.0	7.0	7.0	2.0	2.0	1.0	1.0					2.0	2.0																				
SRR12794714	21208.0	21208.0	2475.0	2475.0	12625.0	12625.0	470.0	470.0	383.0	383.0	1775.0	1775.0	12.0	12.0	825.0	825.0	2.0	2.0	1945.0	1945.0	100.0	100.0	2.0	2.0	18022.0	18022.0	4059.0	4059.0	72.0	72.0	85.0	85.0			13.0	13.0	15.0	15.0	14.0	14.0	142.0	142.0	64.0	64.0	4.0	4.0			39.0	39.0	1.0	1.0			3.0	3.0					4.0	4.0														
SRR12794715	9042.0	9042.0	18067.0	18067.0	13956.0	13956.0	649.0	649.0	612.0	612.0	2250.0	2250.0	33.0	33.0	886.0	886.0	1432.0	1432.0	4097.0	4097.0	1546.0	1546.0	2.0	2.0	16594.0	16594.0	2782.0	2782.0	88.0	88.0	34.0	34.0	4.0	4.0	35.0	35.0	10.0	10.0	14.0	14.0	345.0	345.0	47.0	47.0	541.0	541.0	10.0	10.0	22.0	22.0	1134.0	1134.0			1.0	1.0			1.0	1.0	2.0	2.0					1.0	1.0								
SRR12794716	15507.0	15507.0	243.0	243.0	80.0	80.0	400.0	400.0	339.0	339.0	1306.0	1306.0	10.0	10.0	708.0	708.0	856.0	856.0	2254.0	2254.0	1032.0	1032.0			17751.0	17751.0	2553.0	2553.0	48.0	48.0	41.0	41.0	2.0	2.0	9.0	9.0	13.0	13.0			169.0	169.0	82.0	82.0	315.0	315.0			2.0	2.0	817.0	817.0			1.0	1.0	1.0	1.0																		
SRR12794717	9697.0	9697.0	42574.0	42574.0	35044.0	35044.0	509.0	509.0	427.0	427.0	1478.0	1478.0	14.0	14.0	1004.0	1004.0	668.0	668.0	1806.0	1806.0	1210.0	1210.0			19083.0	19083.0	3447.0	3447.0	150.0	150.0	34.0	34.0	3.0	3.0	9.0	9.0	13.0	13.0	19.0	19.0	122.0	122.0	23.0	23.0	644.0	644.0			16.0	16.0	1.0	1.0			2.0	2.0					1.0	1.0														
SRR12794718	180.0	180.0	585.0	585.0	516.0	516.0	561.0	561.0	496.0	496.0	2008.0	2008.0	6.0	6.0	301.0	301.0	5.0	5.0	1650.0	1650.0	429.0	429.0	1.0	1.0	10698.0	10698.0	2057.0	2057.0	101.0	101.0	2.0	2.0			5.0	5.0	36.0	36.0	47.0	47.0	140.0	140.0	9.0	9.0	3.0	3.0									1.0	1.0																				
SRR12794719	3005.0	3005.0	2762.0	2762.0	9715.0	9715.0	426.0	426.0	490.0	490.0	1706.0	1706.0	34.0	34.0	382.0	382.0	2.0	2.0	2045.0	2045.0	43.0	43.0			14474.0	14474.0	3164.0	3164.0	68.0	68.0	7.0	7.0	2.0	2.0	9.0	9.0	24.0	24.0	9.0	9.0	100.0	100.0	53.0	53.0	8.0	8.0	6.0	6.0	1.0	1.0	1.0	1.0			1.0	1.0																				
SRR12794720	252.0	252.0	5274.0	5274.0	200.0	200.0	432.0	432.0	504.0	504.0	2209.0	2209.0	7.0	7.0	432.0	432.0	1223.0	1223.0	3420.0	3420.0	1859.0	1859.0	6.0	6.0	17271.0	17271.0	3229.0	3229.0	96.0	96.0	11.0	11.0	1.0	1.0	6.0	6.0	11.0	11.0	13.0	13.0	106.0	106.0	82.0	82.0	392.0	392.0					1187.0	1187.0			2.0	2.0																				
SRR12794721	1471.0	1471.0	12441.0	12441.0	102.0	102.0	515.0	515.0	605.0	605.0	2570.0	2570.0	7.0	7.0	452.0	452.0	716.0	716.0	2389.0	2389.0	631.0	631.0			23635.0	23635.0	4011.0	4011.0	99.0	99.0	19.0	19.0	9.0	9.0	7.0	7.0	20.0	20.0	43.0	43.0	116.0	116.0	95.0	95.0	551.0	551.0	7.0	7.0	2.0	2.0	1.0	1.0	7.0	7.0	2.0	2.0	283.0	283.0	4.0	4.0																
SRR12794722	203.0	203.0	23775.0	23775.0	20737.0	20737.0	367.0	367.0	369.0	369.0	1269.0	1269.0	5.0	5.0	850.0	850.0	862.0	862.0	2118.0	2118.0	1010.0	1010.0			20608.0	20608.0	2376.0	2376.0	106.0	106.0	14.0	14.0	5.0	5.0	3.0	3.0	12.0	12.0	8.0	8.0	34.0	34.0	32.0	32.0	172.0	172.0	3.0	3.0	1.0	1.0	875.0	875.0																								
SRR12794723	237.0	237.0	2179.0	2179.0	82.0	82.0	518.0	518.0	548.0	548.0	2321.0	2321.0	24.0	24.0	886.0	886.0	662.0	662.0	2656.0	2656.0	148.0	148.0			15955.0	15955.0	3472.0	3472.0	128.0	128.0	10.0	10.0	4.0	4.0	2.0	2.0	8.0	8.0	24.0	24.0	153.0	153.0	53.0	53.0	406.0	406.0	8.0	8.0			1.0	1.0			1.0	1.0			1.0	1.0																
SRR12794724	18751.0	18751.0	5790.0	5790.0	35016.0	35016.0	788.0	788.0	806.0	806.0	3089.0	3089.0	28.0	28.0	1731.0	1731.0	1.0	1.0	3513.0	3513.0	129.0	129.0	3.0	3.0	20747.0	20747.0	6449.0	6449.0	161.0	161.0	76.0	76.0	3.0	3.0	30.0	30.0	20.0	20.0	49.0	49.0	407.0	407.0	153.0	153.0	1.0	1.0			30.0	30.0	1.0	1.0			1.0	1.0					2.0	2.0														
SRR12794725	4031.0	4031.0	3669.0	3669.0	12269.0	12269.0	486.0	486.0	548.0	548.0	2217.0	2217.0	19.0	19.0	1048.0	1048.0	3.0	3.0	3227.0	3227.0	71.0	71.0			17761.0	17761.0	3773.0	3773.0	97.0	97.0	6.0	6.0	1.0	1.0	7.0	7.0	11.0	11.0	31.0	31.0	116.0	116.0	42.0	42.0	2.0	2.0	5.0	5.0							3.0	3.0			2.0	2.0																
SRR12794726	127.0	127.0	1763.0	1763.0	135.0	135.0	399.0	399.0	442.0	442.0	1403.0	1403.0	21.0	21.0	697.0	697.0	2.0	2.0	1878.0	1878.0	10.0	10.0			14668.0	14668.0	1898.0	1898.0	85.0	85.0	3.0	3.0	1.0	1.0	8.0	8.0	5.0	5.0	21.0	21.0	128.0	128.0	29.0	29.0	2.0	2.0	15.0	15.0			1.0	1.0			5.0	5.0			2.0	2.0							1.0	1.0								
SRR12794727	15324.0	15324.0	1531.0	1531.0	2611.0	2611.0	378.0	378.0	432.0	432.0	1428.0	1428.0	6.0	6.0	436.0	436.0	1083.0	1083.0	1251.0	1251.0	432.0	432.0			14110.0	14110.0	1954.0	1954.0	104.0	104.0	45.0	45.0	1.0	1.0	36.0	36.0	10.0	10.0	7.0	7.0	73.0	73.0	34.0	34.0	582.0	582.0			42.0	42.0											1.0	1.0	3.0	3.0												
SRR12794728	14224.0	14224.0	6095.0	6095.0	806.0	806.0	571.0	571.0	473.0	473.0	2164.0	2164.0	30.0	30.0	932.0	932.0	478.0	478.0	2258.0	2258.0	509.0	509.0			15563.0	15563.0	3881.0	3881.0	103.0	103.0	25.0	25.0	4.0	4.0	32.0	32.0	25.0	25.0	17.0	17.0	75.0	75.0	60.0	60.0	452.0	452.0			21.0	21.0	1.0	1.0									4.0	4.0														
SRR12794729	8513.0	8513.0	1141.0	1141.0	488.0	488.0	412.0	412.0	358.0	358.0	1947.0	1947.0	18.0	18.0	1271.0	1271.0	6.0	6.0	1843.0	1843.0	27.0	27.0			13388.0	13388.0	3414.0	3414.0	71.0	71.0	49.0	49.0	2.0	2.0	9.0	9.0	16.0	16.0	21.0	21.0	108.0	108.0	21.0	21.0	9.0	9.0	6.0	6.0	30.0	30.0	5.0	5.0			7.0	7.0	1.0	1.0			2.0	2.0														
SRR12794730	208.0	208.0	23300.0	23300.0	16554.0	16554.0	386.0	386.0	328.0	328.0	1556.0	1556.0	6.0	6.0	629.0	629.0	632.0	632.0	1625.0	1625.0	1145.0	1145.0			16068.0	16068.0	2344.0	2344.0	155.0	155.0	9.0	9.0	1.0	1.0	14.0	14.0	15.0	15.0	8.0	8.0	39.0	39.0	9.0	9.0	522.0	522.0					7.0	7.0	13.0	13.0			72.0	72.0							2.0	2.0										
SRR8181357	45436.0	45436.0	43179.0	43179.0	29431.0	29431.0	2408.0	2408.0	1001.0	1001.0	5427.0	5427.0	10.0	10.0	527.0	527.0	2818.0	2818.0	11781.0	11781.0	4720.0	4720.0			31426.0	31426.0	9083.0	9083.0	257.0	257.0	86.0	86.0	8.0	8.0	3.0	3.0	19.0	19.0	50.0	50.0	390.0	390.0	118.0	118.0	1003.0	1003.0			24.0	24.0	2275.0	2275.0			1.0	1.0			2.0	2.0			1.0	1.0												
SRR8181358	18231.0	18231.0	13418.0	13418.0	18004.0	18004.0	4254.0	4254.0	2705.0	2705.0	12354.0	12354.0	6.0	6.0	3296.0	3296.0	3.0	3.0	7818.0	7818.0	729.0	729.0	2.0	2.0	30517.0	30517.0	7181.0	7181.0	133.0	133.0	8.0	8.0	10.0	10.0			33.0	33.0	7.0	7.0	684.0	684.0	359.0	359.0	426.0	426.0			72.0	72.0	3.0	3.0	1.0	1.0			109.0	109.0	1.0	1.0	2.0	2.0	4.0	4.0												
SRR8181359	12975.0	12975.0	9966.0	9966.0	13045.0	13045.0	3708.0	3708.0	2524.0	2524.0	9203.0	9203.0	7.0	7.0	2520.0	2520.0	4.0	4.0	6765.0	6765.0	613.0	613.0	1.0	1.0	22132.0	22132.0	5490.0	5490.0	173.0	173.0	8.0	8.0	14.0	14.0			38.0	38.0	9.0	9.0	726.0	726.0	373.0	373.0	354.0	354.0			51.0	51.0			1.0	1.0	2.0	2.0	138.0	138.0			2.0	2.0	1.0	1.0					3.0	3.0						
SRR8181360	19241.0	19241.0	3098.0	3098.0	1080.0	1080.0	2734.0	2734.0	1160.0	1160.0	6371.0	6371.0	4.0	4.0	1254.0	1254.0	4.0	4.0	4905.0	4905.0	472.0	472.0			21907.0	21907.0	6279.0	6279.0	146.0	146.0	11.0	11.0	4.0	4.0			37.0	37.0	67.0	67.0	220.0	220.0	132.0	132.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0			1.0	1.0			3.0	3.0																
SRR8181361	21385.0	21385.0	465.0	465.0	5079.0	5079.0	3450.0	3450.0	1832.0	1832.0	9072.0	9072.0	19.0	19.0	3701.0	3701.0	4738.0	4738.0	6423.0	6423.0	5110.0	5110.0			33717.0	33717.0	4276.0	4276.0	111.0	111.0	46.0	46.0	44.0	44.0	2.0	2.0	35.0	35.0	22.0	22.0	796.0	796.0	651.0	651.0	1652.0	1652.0					2835.0	2835.0			10.0	10.0			7.0	7.0			2.0	2.0												
SRR8181362	4196.0	4196.0	8823.0	8823.0	330.0	330.0	1790.0	1790.0	1052.0	1052.0	4223.0	4223.0	3.0	3.0	1706.0	1706.0	2309.0	2309.0	10006.0	10006.0	4727.0	4727.0	1.0	1.0	25441.0	25441.0	6607.0	6607.0	403.0	403.0	27.0	27.0	7.0	7.0			17.0	17.0	57.0	57.0	278.0	278.0	260.0	260.0	903.0	903.0			72.0	72.0	3806.0	3806.0	2.0	2.0	6.0	6.0	202.0	202.0	4.0	4.0																
SRR8181363	23.0	23.0	43157.0	43157.0	28548.0	28548.0	4652.0	4652.0	2605.0	2605.0	15305.0	15305.0			4101.0	4101.0	6549.0	6549.0	11751.0	11751.0	681.0	681.0			23456.0	23456.0	5520.0	5520.0	246.0	246.0	19.0	19.0					22.0	22.0	79.0	79.0	208.0	208.0	146.0	146.0	2829.0	2829.0									9.0	9.0			2.0	2.0									1.0	1.0						
SRR8181364	16557.0	16557.0	189.0	189.0	15644.0	15644.0	1065.0	1065.0	852.0	852.0	5486.0	5486.0	4.0	4.0	2468.0	2468.0	14.0	14.0	5156.0	5156.0	385.0	385.0			27774.0	27774.0	6248.0	6248.0	136.0	136.0	9.0	9.0	4.0	4.0	1.0	1.0	26.0	26.0	27.0	27.0	324.0	324.0	41.0	41.0	225.0	225.0					4.0	4.0			5.0	5.0			6.0	6.0																
SRR8181365	21097.0	21097.0	6994.0	6994.0	14969.0	14969.0	4452.0	4452.0	2243.0	2243.0	11238.0	11238.0			44.0	44.0	6175.0	6175.0	7097.0	7097.0	2275.0	2275.0	1.0	1.0	33482.0	33482.0	8550.0	8550.0	190.0	190.0	7.0	7.0	9.0	9.0	1.0	1.0	40.0	40.0	112.0	112.0	920.0	920.0	499.0	499.0	3421.0	3421.0									5.0	5.0			17.0	17.0																
