subject	A1	A2	B1	B2	C1	C2	DMA1	DMA2	DMB1	DMB2	DPA11	DPA12	DPA21	DPA22	DPB11	DPB12	DQB11	DQB12	DRA1	DRA2	DRB11	DRB12	DRB31	DRB32	E1	E2	F1	F2	HFE1	HFE2	K1	K2	DPB21	DPB22	W1	W2	J1	J2	L1	L2	DOB1	DOB2	DOA1	DOA2	DQA11	DQA12	DRB41	DRB42	H1	H2	DRB51	DRB52	R1	R2	V1	V2	Y1	Y2	G1	G2	T1	T2	U1	U2	S1	S2	DQB21	DQB22	DQA21	DQA22	DRB71	DRB72	N1	N2	P1	P2
SRR7367674	61344.0	61344.0	100028.0	100028.0	74160.0	74160.0	5203.0	5203.0	3590.0	3590.0	17485.0	17485.0	1.0	1.0	8151.0	8151.0	6425.0	6425.0	39014.0	39014.0	14086.0	14086.0	15.0	15.0	69536.0	69536.0	9390.0	9390.0	346.0	346.0			8.0	8.0	22.0	22.0	32.0	32.0	7.0	7.0	461.0	461.0	90.0	90.0	3374.0	3374.0					11214.0	11214.0							5.0	5.0									1.0	1.0						
SRR7367675	36781.0	36781.0	81073.0	81073.0	1235.0	1235.0	3810.0	3810.0	2624.0	2624.0	17003.0	17003.0			1294.0	1294.0	4.0	4.0	17979.0	17979.0	33.0	33.0			71946.0	71946.0	8630.0	8630.0	247.0	247.0	53.0	53.0	10.0	10.0	15.0	15.0	31.0	31.0	10.0	10.0	1023.0	1023.0	247.0	247.0	20.0	20.0	55.0	55.0	6.0	6.0	10.0	10.0			1.0	1.0	1.0	1.0	16.0	16.0			2.0	2.0												
SRR7367676	18129.0	18129.0	23331.0	23331.0	59160.0	59160.0	1816.0	1816.0	1411.0	1411.0	7578.0	7578.0	3.0	3.0	4339.0	4339.0	1889.0	1889.0	18065.0	18065.0	3851.0	3851.0	8.0	8.0	62696.0	62696.0	5311.0	5311.0	279.0	279.0	13.0	13.0	14.0	14.0	58.0	58.0	8.0	8.0	6.0	6.0	604.0	604.0	92.0	92.0	1502.0	1502.0			2.0	2.0	3213.0	3213.0							1.0	1.0																
SRR7367677	180.0	180.0	16794.0	16794.0	28924.0	28924.0	1348.0	1348.0	836.0	836.0	4394.0	4394.0			1386.0	1386.0	1254.0	1254.0	14003.0	14003.0	634.0	634.0	50.0	50.0	34706.0	34706.0	3544.0	3544.0	260.0	260.0	19.0	19.0	3.0	3.0	13.0	13.0	17.0	17.0	2.0	2.0	406.0	406.0	43.0	43.0	1656.0	1656.0					1.0	1.0							3.0	3.0																
SRR7367678	592.0	592.0	178438.0	178438.0	169066.0	169066.0	3248.0	3248.0	2166.0	2166.0	8174.0	8174.0			5287.0	5287.0	4654.0	4654.0	20196.0	20196.0	10411.0	10411.0	2.0	2.0	66898.0	66898.0	13490.0	13490.0	518.0	518.0	34.0	34.0	10.0	10.0	23.0	23.0	14.0	14.0	41.0	41.0	341.0	341.0	181.0	181.0	2780.0	2780.0			5.0	5.0	5553.0	5553.0			5.0	5.0			11.0	11.0											1.0	1.0				
SRR7367679	24204.0	24204.0	39685.0	39685.0	8192.0	8192.0	3016.0	3016.0	2255.0	2255.0	10685.0	10685.0			3569.0	3569.0	2.0	2.0	20368.0	20368.0	580.0	580.0	7.0	7.0	79935.0	79935.0	16525.0	16525.0	220.0	220.0	34.0	34.0	1.0	1.0	5.0	5.0	45.0	45.0	9.0	9.0	402.0	402.0	156.0	156.0	2.0	2.0	46.0	46.0	25.0	25.0			2.0	2.0			51.0	51.0	6.0	6.0																
SRR7367680	24682.0	24682.0	27718.0	27718.0	110987.0	110987.0	2206.0	2206.0	1496.0	1496.0	7141.0	7141.0	1.0	1.0	4560.0	4560.0	1601.0	1601.0	12585.0	12585.0	1332.0	1332.0	4.0	4.0	83872.0	83872.0	17662.0	17662.0	243.0	243.0	9.0	9.0	5.0	5.0	17.0	17.0	39.0	39.0	14.0	14.0	375.0	375.0	149.0	149.0	1096.0	1096.0			2.0	2.0	2.0	2.0			4.0	4.0			8.0	8.0					1.0	1.0	1.0	1.0								
SRR7367681	710.0	710.0	9395.0	9395.0	7282.0	7282.0	3943.0	3943.0	3237.0	3237.0	20114.0	20114.0			11227.0	11227.0	5.0	5.0	20419.0	20419.0	2863.0	2863.0	7.0	7.0	66627.0	66627.0	10458.0	10458.0	473.0	473.0	17.0	17.0	22.0	22.0	11.0	11.0	27.0	27.0	45.0	45.0	1179.0	1179.0	408.0	408.0	25.0	25.0	52.0	52.0	3.0	3.0					7.0	7.0			9.0	9.0									1.0	1.0						
SRR7367682	11271.0	11271.0	14152.0	14152.0	19422.0	19422.0	2199.0	2199.0	1090.0	1090.0	7864.0	7864.0	1.0	1.0	2579.0	2579.0	3.0	3.0	10278.0	10278.0	9.0	9.0			98091.0	98091.0	14269.0	14269.0	466.0	466.0	24.0	24.0	17.0	17.0			50.0	50.0	29.0	29.0	909.0	909.0	303.0	303.0	15.0	15.0	74.0	74.0	1.0	1.0					1.0	1.0			13.0	13.0																
SRR7367683	47242.0	47242.0	24168.0	24168.0	11304.0	11304.0	4513.0	4513.0	2933.0	2933.0	15795.0	15795.0	1.0	1.0	8574.0	8574.0	1.0	1.0	17586.0	17586.0	2816.0	2816.0	1.0	1.0	65558.0	65558.0	13074.0	13074.0	433.0	433.0	79.0	79.0	13.0	13.0	10.0	10.0	29.0	29.0	21.0	21.0	496.0	496.0	289.0	289.0	13.0	13.0	21.0	21.0	22.0	22.0					3.0	3.0			4.0	4.0			5.0	5.0			2.0	2.0								
SRR7367684	12145.0	12145.0	67349.0	67349.0	105100.0	105100.0	1822.0	1822.0	1271.0	1271.0	5862.0	5862.0			1288.0	1288.0			8139.0	8139.0	9.0	9.0	1.0	1.0	79924.0	79924.0	10486.0	10486.0	118.0	118.0	20.0	20.0	2.0	2.0	5.0	5.0	19.0	19.0	1.0	1.0	397.0	397.0	72.0	72.0	5.0	5.0	42.0	42.0	19.0	19.0							57.0	57.0	2.0	2.0																
SRR7367685	38697.0	38697.0	32599.0	32599.0	4089.0	4089.0	3400.0	3400.0	2603.0	2603.0	13614.0	13614.0	1.0	1.0	868.0	868.0	2443.0	2443.0	17968.0	17968.0	4284.0	4284.0	1.0	1.0	59756.0	59756.0	10962.0	10962.0	302.0	302.0	63.0	63.0	9.0	9.0	9.0	9.0	22.0	22.0	15.0	15.0	887.0	887.0	145.0	145.0	2055.0	2055.0	38.0	38.0	26.0	26.0					9.0	9.0			4.0	4.0			2.0	2.0			1.0	1.0								
SRR7367686	43169.0	43169.0	49381.0	49381.0	107819.0	107819.0	2501.0	2501.0	1448.0	1448.0	7017.0	7017.0			2521.0	2521.0	5.0	5.0	16340.0	16340.0	814.0	814.0	6.0	6.0	66041.0	66041.0	7400.0	7400.0	339.0	339.0	4.0	4.0	8.0	8.0	33.0	33.0	27.0	27.0	14.0	14.0	525.0	525.0	96.0	96.0	4.0	4.0			11.0	11.0	1.0	1.0							1.0	1.0					1.0	1.0										
SRR7367687	94410.0	94410.0	72490.0	72490.0	120292.0	120292.0	5055.0	5055.0	3069.0	3069.0	19197.0	19197.0			2318.0	2318.0	16.0	16.0	28670.0	28670.0	4162.0	4162.0	4.0	4.0	87075.0	87075.0	23087.0	23087.0	125.0	125.0	92.0	92.0	6.0	6.0	7.0	7.0	20.0	20.0	8.0	8.0	370.0	370.0	123.0	123.0	586.0	586.0	18.0	18.0	27.0	27.0							52.0	52.0	6.0	6.0			1.0	1.0					1.0	1.0						
SRR7367688	306.0	306.0	33285.0	33285.0	1505.0	1505.0	4211.0	4211.0	2435.0	2435.0	12807.0	12807.0			6164.0	6164.0	5297.0	5297.0	25415.0	25415.0	11060.0	11060.0	3.0	3.0	79344.0	79344.0	6518.0	6518.0	207.0	207.0	22.0	22.0	7.0	7.0	35.0	35.0	11.0	11.0	20.0	20.0	1022.0	1022.0	234.0	234.0	4691.0	4691.0			1.0	1.0	6800.0	6800.0			1.0	1.0			1.0	1.0									1.0	1.0						
SRR7367689	530.0	530.0	20224.0	20224.0	9914.0	9914.0	3991.0	3991.0	2120.0	2120.0	15171.0	15171.0			6048.0	6048.0	2282.0	2282.0	16566.0	16566.0	4378.0	4378.0	139.0	139.0	62203.0	62203.0	12355.0	12355.0	210.0	210.0	40.0	40.0	10.0	10.0	2.0	2.0	12.0	12.0	11.0	11.0	615.0	615.0	240.0	240.0	3682.0	3682.0													2.0	2.0																
SRR7367690	89025.0	89025.0	150206.0	150206.0	215055.0	215055.0	4427.0	4427.0	3052.0	3052.0	17023.0	17023.0			3951.0	3951.0	9046.0	9046.0	23734.0	23734.0	24075.0	24075.0	6.0	6.0	85147.0	85147.0	14768.0	14768.0	262.0	262.0	8.0	8.0	19.0	19.0	28.0	28.0	48.0	48.0	13.0	13.0	1277.0	1277.0	312.0	312.0	8326.0	8326.0	1.0	1.0	126.0	126.0	21683.0	21683.0			2.0	2.0			3.0	3.0			2.0	2.0												
SRR7367691	819.0	819.0	2068.0	2068.0	2586.0	2586.0	3302.0	3302.0	2040.0	2040.0	10972.0	10972.0	1.0	1.0	6665.0	6665.0	3850.0	3850.0	18571.0	18571.0	8420.0	8420.0	4.0	4.0	73568.0	73568.0	9506.0	9506.0	130.0	130.0	16.0	16.0	5.0	5.0	29.0	29.0	38.0	38.0	28.0	28.0	777.0	777.0	363.0	363.0	2190.0	2190.0			1.0	1.0	5212.0	5212.0			5.0	5.0			8.0	8.0																
SRR7367692	47468.0	47468.0	56536.0	56536.0	10317.0	10317.0	2779.0	2779.0	2306.0	2306.0	12855.0	12855.0	1.0	1.0	4758.0	4758.0	1969.0	1969.0	20864.0	20864.0	4479.0	4479.0	7.0	7.0	88852.0	88852.0	14992.0	14992.0	214.0	214.0	14.0	14.0	4.0	4.0	19.0	19.0	35.0	35.0	11.0	11.0	587.0	587.0	231.0	231.0	1517.0	1517.0			1.0	1.0	1.0	1.0			2.0	2.0			15.0	15.0																
SRR7367693	80053.0	80053.0	106440.0	106440.0	80182.0	80182.0	5841.0	5841.0	3166.0	3166.0	19912.0	19912.0	2.0	2.0	12183.0	12183.0	7353.0	7353.0	33026.0	33026.0	14154.0	14154.0	3.0	3.0	72938.0	72938.0	14472.0	14472.0	313.0	313.0	76.0	76.0	31.0	31.0	10.0	10.0	28.0	28.0	15.0	15.0	1086.0	1086.0	171.0	171.0	7100.0	7100.0	1.0	1.0	60.0	60.0	9259.0	9259.0			1.0	1.0			6.0	6.0	1.0	1.0	2.0	2.0												
SRR7367694	24245.0	24245.0	65794.0	65794.0	162.0	162.0	2061.0	2061.0	1706.0	1706.0	8166.0	8166.0			5422.0	5422.0	3.0	3.0	13314.0	13314.0	1354.0	1354.0	2.0	2.0	80155.0	80155.0	17198.0	17198.0	361.0	361.0	57.0	57.0	10.0	10.0	23.0	23.0	53.0	53.0	1.0	1.0	484.0	484.0	273.0	273.0	8.0	8.0	13.0	13.0	56.0	56.0	2.0	2.0	3.0	3.0			264.0	264.0	5.0	5.0																
SRR7367695	72716.0	72716.0	68033.0	68033.0	13636.0	13636.0	2465.0	2465.0	984.0	984.0	6220.0	6220.0			3630.0	3630.0	1009.0	1009.0	9266.0	9266.0	3649.0	3649.0	3.0	3.0	78799.0	78799.0	12795.0	12795.0	212.0	212.0	52.0	52.0	2.0	2.0	1.0	1.0	11.0	11.0	4.0	4.0	412.0	412.0	119.0	119.0	1322.0	1322.0			36.0	36.0	4.0	4.0	4.0	4.0	4.0	4.0	53.0	53.0	7.0	7.0																
SRR7367697	15713.0	15713.0	2288.0	2288.0	30697.0	30697.0	4446.0	4446.0	2986.0	2986.0	14672.0	14672.0			8611.0	8611.0	7292.0	7292.0	25817.0	25817.0	9833.0	9833.0	199.0	199.0	47521.0	47521.0	4592.0	4592.0	199.0	199.0	20.0	20.0	3.0	3.0	23.0	23.0	24.0	24.0	7.0	7.0	858.0	858.0	140.0	140.0	6831.0	6831.0			3.0	3.0	9308.0	9308.0							1.0	1.0																
SRR7367698	76.0	76.0	1775.0	1775.0	104.0	104.0	5905.0	5905.0	3752.0	3752.0	14630.0	14630.0			5363.0	5363.0	4544.0	4544.0	31970.0	31970.0	1729.0	1729.0	2.0	2.0	30013.0	30013.0	2791.0	2791.0	243.0	243.0	17.0	17.0	26.0	26.0	3.0	3.0	10.0	10.0	8.0	8.0	1925.0	1925.0	95.0	95.0	5832.0	5832.0	34.0	34.0			4.0	4.0							1.0	1.0																
SRR7367699	39163.0	39163.0	54939.0	54939.0	81364.0	81364.0	3070.0	3070.0	2343.0	2343.0	6993.0	6993.0	3.0	3.0	3067.0	3067.0	21.0	21.0	21872.0	21872.0	2681.0	2681.0	4.0	4.0	70093.0	70093.0	14983.0	14983.0	265.0	265.0	21.0	21.0	10.0	10.0	13.0	13.0	52.0	52.0	5.0	5.0	768.0	768.0	363.0	363.0	801.0	801.0			34.0	34.0			1.0	1.0	2.0	2.0	51.0	51.0	1.0	1.0																
SRR7367700	6926.0	6926.0	20187.0	20187.0	3540.0	3540.0	3286.0	3286.0	2190.0	2190.0	9103.0	9103.0			7133.0	7133.0	2.0	2.0	15388.0	15388.0	1375.0	1375.0	3.0	3.0	61352.0	61352.0	9765.0	9765.0	205.0	205.0	29.0	29.0	9.0	9.0	1.0	1.0	21.0	21.0	13.0	13.0	561.0	561.0	278.0	278.0	18.0	18.0	69.0	69.0	31.0	31.0	4.0	4.0	1.0	1.0	1.0	1.0	38.0	38.0	6.0	6.0									1.0	1.0						
SRR7367701	455.0	455.0	13103.0	13103.0	204.0	204.0	1235.0	1235.0	934.0	934.0	4268.0	4268.0			1598.0	1598.0	1970.0	1970.0	7242.0	7242.0	3886.0	3886.0	1.0	1.0	107082.0	107082.0	11507.0	11507.0	179.0	179.0	18.0	18.0	1.0	1.0	17.0	17.0	30.0	30.0	3.0	3.0	142.0	142.0	63.0	63.0	459.0	459.0			1.0	1.0	3330.0	3330.0			4.0	4.0			6.0	6.0																
SRR7367702	9055.0	9055.0	1688.0	1688.0	124.0	124.0	3984.0	3984.0	2493.0	2493.0	10235.0	10235.0			6309.0	6309.0	5179.0	5179.0	28539.0	28539.0	6079.0	6079.0	1.0	1.0	27276.0	27276.0	2217.0	2217.0	330.0	330.0	8.0	8.0	8.0	8.0	30.0	30.0	19.0	19.0	11.0	11.0	737.0	737.0	74.0	74.0	6238.0	6238.0					5215.0	5215.0																								
SRR7367703	149764.0	149764.0	219151.0	219151.0	142204.0	142204.0	3759.0	3759.0	2352.0	2352.0	15964.0	15964.0			5570.0	5570.0	9052.0	9052.0	22388.0	22388.0	12887.0	12887.0	12.0	12.0	95363.0	95363.0	19125.0	19125.0	528.0	528.0	101.0	101.0	6.0	6.0	11.0	11.0	27.0	27.0	5.0	5.0	156.0	156.0	77.0	77.0	3930.0	3930.0			165.0	165.0	9979.0	9979.0			2.0	2.0	1.0	1.0	5.0	5.0	1.0	1.0	10.0	10.0	1.0	1.0										
SRR7367704	14426.0	14426.0	8891.0	8891.0	854.0	854.0	4644.0	4644.0	3829.0	3829.0	18833.0	18833.0			7079.0	7079.0	3044.0	3044.0	25901.0	25901.0	8168.0	8168.0	4.0	4.0	52782.0	52782.0	12677.0	12677.0	228.0	228.0	14.0	14.0	14.0	14.0	11.0	11.0	58.0	58.0	22.0	22.0	541.0	541.0	281.0	281.0	3076.0	3076.0			35.0	35.0					1.0	1.0			3.0	3.0											1.0	1.0				
SRR7367705	119392.0	119392.0	79580.0	79580.0	7422.0	7422.0	3274.0	3274.0	1352.0	1352.0	11040.0	11040.0			9221.0	9221.0	1585.0	1585.0	10722.0	10722.0	5306.0	5306.0	5.0	5.0	74363.0	74363.0	24584.0	24584.0	47.0	47.0	29.0	29.0	2.0	2.0	9.0	9.0			4.0	4.0	104.0	104.0	16.0	16.0	1317.0	1317.0			16.0	16.0	1.0	1.0							3.0	3.0																
SRR7367706	38364.0	38364.0	53707.0	53707.0	342.0	342.0	675.0	675.0	260.0	260.0	1002.0	1002.0			70.0	70.0	213.0	213.0	2491.0	2491.0	683.0	683.0	1.0	1.0	62186.0	62186.0	9923.0	9923.0	499.0	499.0	30.0	30.0			16.0	16.0	96.0	96.0	1.0	1.0	230.0	230.0	4.0	4.0	141.0	141.0	9.0	9.0	42.0	42.0			13.0	13.0			155.0	155.0	2.0	2.0																
SRR7367707	39818.0	39818.0	89617.0	89617.0	115154.0	115154.0	3466.0	3466.0	1992.0	1992.0	12258.0	12258.0	1.0	1.0	4444.0	4444.0	1468.0	1468.0	15901.0	15901.0	4654.0	4654.0	7.0	7.0	88357.0	88357.0	16510.0	16510.0	393.0	393.0	11.0	11.0	2.0	2.0	60.0	60.0	41.0	41.0	32.0	32.0	334.0	334.0	129.0	129.0	1237.0	1237.0	1.0	1.0	3.0	3.0									6.0	6.0																
SRR7367708	79333.0	79333.0	2753.0	2753.0	1473.0	1473.0	3441.0	3441.0	2498.0	2498.0	12487.0	12487.0			3859.0	3859.0	6.0	6.0	16855.0	16855.0	633.0	633.0	7.0	7.0	81492.0	81492.0	11860.0	11860.0	156.0	156.0	48.0	48.0	8.0	8.0	18.0	18.0	35.0	35.0	1.0	1.0	464.0	464.0	292.0	292.0	7.0	7.0	26.0	26.0	1.0	1.0	1.0	1.0			2.0	2.0											1.0	1.0	1.0	1.0						
SRR7367709	56325.0	56325.0	29586.0	29586.0	11055.0	11055.0	4663.0	4663.0	3353.0	3353.0	17663.0	17663.0	5.0	5.0	9185.0	9185.0	5788.0	5788.0	28037.0	28037.0	11503.0	11503.0	7.0	7.0	69684.0	69684.0	16695.0	16695.0	228.0	228.0	86.0	86.0	11.0	11.0	5.0	5.0	52.0	52.0	15.0	15.0	677.0	677.0	222.0	222.0	2772.0	2772.0	46.0	46.0	33.0	33.0	9773.0	9773.0			2.0	2.0			23.0	23.0			3.0	3.0												
SRR7367710	35602.0	35602.0	47831.0	47831.0	216.0	216.0	732.0	732.0	317.0	317.0	2510.0	2510.0			1826.0	1826.0	400.0	400.0	2495.0	2495.0	119.0	119.0			79875.0	79875.0	7306.0	7306.0	395.0	395.0	1.0	1.0	1.0	1.0	115.0	115.0	19.0	19.0			1244.0	1244.0	3.0	3.0	386.0	386.0	3.0	3.0	4.0	4.0	10.0	10.0	2.0	2.0			33.0	33.0	4.0	4.0																
SRR7367711	419.0	419.0	7841.0	7841.0	85.0	85.0	4984.0	4984.0	3893.0	3893.0	15312.0	15312.0	3.0	3.0	9278.0	9278.0	1739.0	1739.0	37350.0	37350.0	2627.0	2627.0	214.0	214.0	25804.0	25804.0	2512.0	2512.0	190.0	190.0	27.0	27.0	43.0	43.0	11.0	11.0	22.0	22.0	31.0	31.0	953.0	953.0	78.0	78.0	5233.0	5233.0					4.0	4.0							9.0	9.0													1.0	1.0		
SRR7367712	556.0	556.0	286278.0	286278.0	251947.0	251947.0	6099.0	6099.0	3247.0	3247.0	18001.0	18001.0	2.0	2.0	10503.0	10503.0	9888.0	9888.0	28799.0	28799.0	20034.0	20034.0	6.0	6.0	84279.0	84279.0	14362.0	14362.0	480.0	480.0	20.0	20.0	15.0	15.0	10.0	10.0	41.0	41.0	20.0	20.0	1274.0	1274.0	442.0	442.0	6899.0	6899.0			4.0	4.0	10827.0	10827.0			2.0	2.0			1.0	1.0					1.0	1.0										
SRR7367713	101032.0	101032.0	162942.0	162942.0	112918.0	112918.0	3325.0	3325.0	1413.0	1413.0	9170.0	9170.0			8197.0	8197.0	6.0	6.0	12705.0	12705.0	7107.0	7107.0	5.0	5.0	85264.0	85264.0	17736.0	17736.0	165.0	165.0			14.0	14.0	28.0	28.0	33.0	33.0	22.0	22.0	756.0	756.0	175.0	175.0	6.0	6.0	1.0	1.0	12.0	12.0	6831.0	6831.0			4.0	4.0			10.0	10.0																
SRR7367714	52919.0	52919.0	86503.0	86503.0	72179.0	72179.0	3926.0	3926.0	3149.0	3149.0	13554.0	13554.0	2.0	2.0	6072.0	6072.0	6.0	6.0	22839.0	22839.0	513.0	513.0	2.0	2.0	58553.0	58553.0	16386.0	16386.0	382.0	382.0	1.0	1.0	14.0	14.0	49.0	49.0	79.0	79.0	46.0	46.0	906.0	906.0	186.0	186.0	7.0	7.0	26.0	26.0	1.0	1.0									4.0	4.0																
SRR7367715	14017.0	14017.0	49534.0	49534.0	82152.0	82152.0	5800.0	5800.0	3424.0	3424.0	14650.0	14650.0			5203.0	5203.0	16.0	16.0	27913.0	27913.0	2867.0	2867.0	3.0	3.0	46017.0	46017.0	15263.0	15263.0	151.0	151.0	98.0	98.0	7.0	7.0	4.0	4.0	22.0	22.0	2.0	2.0	606.0	606.0	134.0	134.0	430.0	430.0	62.0	62.0	55.0	55.0	3.0	3.0			10.0	10.0	77.0	77.0	44.0	44.0																
SRR7367716	71699.0	71699.0	51718.0	51718.0	330.0	330.0	12713.0	12713.0	5629.0	5629.0	29775.0	29775.0			26695.0	26695.0	20410.0	20410.0	48093.0	48093.0	11083.0	11083.0	587.0	587.0	49340.0	49340.0	14708.0	14708.0	72.0	72.0	84.0	84.0	32.0	32.0			16.0	16.0	12.0	12.0	2308.0	2308.0	100.0	100.0	18944.0	18944.0			32.0	32.0							40.0	40.0	2.0	2.0	1.0	1.0														
SRR7367717	405.0	405.0	15779.0	15779.0	4437.0	4437.0	2554.0	2554.0	1629.0	1629.0	7431.0	7431.0	1.0	1.0	4958.0	4958.0			14032.0	14032.0	2710.0	2710.0	4.0	4.0	60107.0	60107.0	16226.0	16226.0	212.0	212.0	44.0	44.0	10.0	10.0	6.0	6.0	72.0	72.0	47.0	47.0	462.0	462.0	182.0	182.0	9.0	9.0			1.0	1.0	5.0	5.0			20.0	20.0			50.0	50.0																
SRR7367718	36132.0	36132.0	53743.0	53743.0	51454.0	51454.0	7376.0	7376.0	5495.0	5495.0	17958.0	17958.0	5.0	5.0	10681.0	10681.0	5409.0	5409.0	56660.0	56660.0	14116.0	14116.0	10.0	10.0	30457.0	30457.0	5565.0	5565.0	532.0	532.0	62.0	62.0	18.0	18.0	21.0	21.0	13.0	13.0	17.0	17.0	662.0	662.0	71.0	71.0	3719.0	3719.0	1.0	1.0	14.0	14.0	12310.0	12310.0							1.0	1.0			1.0	1.0												
SRR7367720	48705.0	48705.0	19931.0	19931.0	93552.0	93552.0	5690.0	5690.0	3857.0	3857.0	21920.0	21920.0			11856.0	11856.0			36337.0	36337.0	4481.0	4481.0	13.0	13.0	51429.0	51429.0	11638.0	11638.0	241.0	241.0	8.0	8.0	11.0	11.0	5.0	5.0	63.0	63.0	20.0	20.0	297.0	297.0	232.0	232.0	3.0	3.0			72.0	72.0					2.0	2.0			1.0	1.0	1.0	1.0	1.0	1.0					1.0	1.0						
SRR7367730	51196.0	51196.0	21373.0	21373.0	75637.0	75637.0	4434.0	4434.0	2806.0	2806.0	18247.0	18247.0	1.0	1.0	2930.0	2930.0	3412.0	3412.0	26328.0	26328.0	1223.0	1223.0	8.0	8.0	67319.0	67319.0	15287.0	15287.0	510.0	510.0	3.0	3.0	10.0	10.0	39.0	39.0	50.0	50.0	29.0	29.0	320.0	320.0	223.0	223.0	2736.0	2736.0			9.0	9.0	2.0	2.0					1.0	1.0	3.0	3.0																
SRR7367735	52443.0	52443.0	57843.0	57843.0	78045.0	78045.0	2499.0	2499.0	1112.0	1112.0	8422.0	8422.0			3074.0	3074.0	2798.0	2798.0	9810.0	9810.0	5822.0	5822.0	3.0	3.0	73039.0	73039.0	14412.0	14412.0	371.0	371.0	95.0	95.0	12.0	12.0			43.0	43.0	26.0	26.0	383.0	383.0	138.0	138.0	1436.0	1436.0			7.0	7.0	4746.0	4746.0	1.0	1.0	6.0	6.0	79.0	79.0	8.0	8.0			3.0	3.0												
SRR7367739	44630.0	44630.0	10774.0	10774.0	60669.0	60669.0	2891.0	2891.0	2638.0	2638.0	10834.0	10834.0			786.0	786.0	6816.0	6816.0	20079.0	20079.0	4777.0	4777.0	1.0	1.0	51436.0	51436.0	13514.0	13514.0	469.0	469.0	14.0	14.0	4.0	4.0	27.0	27.0	69.0	69.0	12.0	12.0	202.0	202.0	54.0	54.0	3361.0	3361.0	1.0	1.0	2.0	2.0					4.0	4.0			8.0	8.0																
SRR7367740	49866.0	49866.0	134036.0	134036.0	75278.0	75278.0	4653.0	4653.0	4138.0	4138.0	15060.0	15060.0	1.0	1.0	9589.0	9589.0	11339.0	11339.0	38286.0	38286.0	11532.0	11532.0	3.0	3.0	64035.0	64035.0	20865.0	20865.0	401.0	401.0	92.0	92.0	4.0	4.0	8.0	8.0	54.0	54.0	19.0	19.0	857.0	857.0	501.0	501.0	6093.0	6093.0			86.0	86.0	7298.0	7298.0			3.0	3.0	86.0	86.0	9.0	9.0			3.0	3.0			1.0	1.0	1.0	1.0						
SRR7367742	32452.0	32452.0	41115.0	41115.0	103470.0	103470.0	2053.0	2053.0	1603.0	1603.0	4748.0	4748.0			1114.0	1114.0	2444.0	2444.0	10824.0	10824.0	4539.0	4539.0			93264.0	93264.0	9976.0	9976.0	163.0	163.0	4.0	4.0	5.0	5.0	26.0	26.0	20.0	20.0	8.0	8.0	608.0	608.0	102.0	102.0	1058.0	1058.0	19.0	19.0			3647.0	3647.0			4.0	4.0			4.0	4.0							1.0	1.0								
SRR7367746	95365.0	95365.0	21580.0	21580.0	10092.0	10092.0	3332.0	3332.0	2532.0	2532.0	14853.0	14853.0	1.0	1.0	7914.0	7914.0	3.0	3.0	15924.0	15924.0	3128.0	3128.0	5.0	5.0	63548.0	63548.0	15341.0	15341.0	197.0	197.0	77.0	77.0	8.0	8.0	12.0	12.0	55.0	55.0	57.0	57.0	356.0	356.0	222.0	222.0	6.0	6.0	21.0	21.0	47.0	47.0	2.0	2.0			3.0	3.0			5.0	5.0			2.0	2.0												
SRR7367748	31681.0	31681.0	24431.0	24431.0	6824.0	6824.0	4308.0	4308.0	2683.0	2683.0	14343.0	14343.0			4384.0	4384.0	4304.0	4304.0	20590.0	20590.0	2284.0	2284.0	6.0	6.0	46925.0	46925.0	10728.0	10728.0	391.0	391.0	7.0	7.0	20.0	20.0	36.0	36.0	54.0	54.0	14.0	14.0	506.0	506.0	331.0	331.0	2693.0	2693.0	16.0	16.0	20.0	20.0	5.0	5.0							8.0	8.0									1.0	1.0						
SRR7367749	45481.0	45481.0	29546.0	29546.0	8291.0	8291.0	2494.0	2494.0	1937.0	1937.0	11658.0	11658.0			7570.0	7570.0	2719.0	2719.0	13130.0	13130.0	6181.0	6181.0	1.0	1.0	59560.0	59560.0	14118.0	14118.0	135.0	135.0	2.0	2.0	6.0	6.0	19.0	19.0	60.0	60.0	6.0	6.0	406.0	406.0	197.0	197.0	2278.0	2278.0	22.0	22.0	66.0	66.0	6543.0	6543.0			1.0	1.0			2.0	2.0	2.0	2.0							2.0	2.0						
SRR7367755	14840.0	14840.0	14356.0	14356.0	48980.0	48980.0	2887.0	2887.0	2305.0	2305.0	8724.0	8724.0	5.0	5.0	3284.0	3284.0	6.0	6.0	15070.0	15070.0	1569.0	1569.0	3.0	3.0	43337.0	43337.0	8793.0	8793.0	336.0	336.0	13.0	13.0	5.0	5.0	20.0	20.0	74.0	74.0	36.0	36.0	410.0	410.0	115.0	115.0	5.0	5.0			1.0	1.0	5.0	5.0			1.0	1.0			7.0	7.0																
SRR7367756	80468.0	80468.0	45225.0	45225.0	15536.0	15536.0	3857.0	3857.0	2465.0	2465.0	20789.0	20789.0			11566.0	11566.0	5456.0	5456.0	24029.0	24029.0	2971.0	2971.0	6.0	6.0	60068.0	60068.0	14361.0	14361.0	223.0	223.0			4.0	4.0	18.0	18.0	102.0	102.0	14.0	14.0	631.0	631.0	456.0	456.0	4851.0	4851.0					15.0	15.0			8.0	8.0			3.0	3.0																
